Country,News Agency,Title,Publication Date,Summary,News URL,Language
UK,BBC,An island called Hope is standing up to Beijing in the South China Sea,"Tue, 20 May 2025 21:03:39 GMT","Pagasa is barely big enough for a plane to land, but it stands tall against an armada of Chinese ships.",https://www.bbc.com/news/articles/cdxkkvw8r4no,en
UK,BBC,Nicotine pouches helped me quit vaping – but now I'm addicted,"Wed, 21 May 2025 05:22:22 GMT","Teenagers say it is easy to get hold of the products, which experts warn can be highly addictive.",https://www.bbc.com/news/articles/cgj87dz28eeo,en
UK,BBC,Italy's Meloni ready to help if Vatican agrees to Trump's war mediation plan,"Tue, 20 May 2025 18:13:19 GMT",For now the Holy See says the idea of even hosting talks is more a hope than a concrete plan.,https://www.bbc.com/news/articles/cd7ggg9j1v0o,en
UK,BBC,Watch: 'You don't do that to someone you love' - doorbell camera captures domestic abuse,"Tue, 20 May 2025 16:01:35 GMT","Hayley, a domestic abuse survivor, details years of violence and control.",https://www.bbc.com/news/videos/cp3qqyp597yo,en
UK,BBC,Biden's cancer diagnosis raises fresh questions about his health in White House,"Tue, 20 May 2025 21:58:47 GMT","The news that he has ""aggressive"" prostate cancer has some medics asking why it was not detected sooner.",https://www.bbc.com/news/articles/cwyn0zm8d20o,en
UK,BBC,Millions of consumers could get £70 after Mastercard ruling,"Tue, 20 May 2025 20:41:58 GMT",It is not necessary to have held a Mastercard to make a claim following a tribunal ruling.,https://www.bbc.com/news/articles/c14kkjyrk20o,en
UK,BBC,"New brain tumour test a 'game changer', say experts","Wed, 21 May 2025 01:34:17 GMT","Scientists say the new method can diagnose the exact type of tumour within hours, rather than weeks.",https://www.bbc.com/news/articles/cpvkmkk4pv4o,en
UK,BBC,AI chatbot to be embedded in Google search,"Tue, 20 May 2025 22:53:05 GMT",The new option in its marquee search engine comes as the firm is facing competition from AI firms.,https://www.bbc.com/news/articles/cpw77qwd117o,en
UK,BBC,India's Banu Mushtaq scripts history with International Booker win,"Wed, 21 May 2025 05:58:23 GMT","Mushtaq won the prize for the short story collection Heart Lamp, translated into English by Deepa Bhasthi.",https://www.bbc.com/news/articles/c308qjpz9y2o,en
UK,BBC,"Spain orders Airbnb to take down 66,000 listings as mass tourism backlash returns","Tue, 20 May 2025 15:22:31 GMT","The Spanish government calls for the removal of almost 66,000 property listings saying they breach tourism rules.",https://www.bbc.com/news/articles/c3wdd8lg581o,en
UK,BBC,Rubio warns Syria could be weeks away from 'full-scale civil war',"Tue, 20 May 2025 20:26:35 GMT","The US secretary of state calls for Syria's transitional authorities to be supported to prevent their ""potential collapse"".",https://www.bbc.com/news/articles/c3v553py965o,en
UK,BBC,"Girl, 11, who drowned at water park unlawfully killed, inquest rules","Tue, 20 May 2025 15:24:05 GMT","Kyra Hill, 11, drowned during a birthday party at the park near Windsor in August 2022.",https://www.bbc.com/news/articles/cyvmme1q035o,en
UK,BBC,BBC News app,"Wed, 30 Apr 2025 14:04:28 GMT","Top stories, breaking news, live reporting, and follow news topics that match your interests",https://www.bbc.co.uk/news/10628994,en
UK,BBC,Are Israel’s Allies Turning Against Them?,"Tue, 20 May 2025 17:07:00 GMT",UK suspends Israel trade talks and summons ambassador over “intolerable” Gaza offensive,https://www.bbc.co.uk/sounds/play/p0lcdr4v,en
UK,BBC,We speak to CNN's Jake Tapper on the “cover-up” behind Joe Biden’s decline,"Sun, 18 May 2025 06:02:00 GMT","New claims of who was involved at the White House, and when it started",https://www.bbc.co.uk/sounds/play/p0lbz44b,en
UK,BBC,'Convinced he was Spurs-bound' - How Fernandes became Man Utd's heart,"Wed, 21 May 2025 05:13:29 GMT","As Bruno Fernandes leads Man Utd out against Tottenham in the Europa League final, BBC Sport look at his journey - including almost signing for Spurs.",https://www.bbc.com/sport/football/articles/c0mr92m01weo,en
UK,BBC,Spurs and Man Utd meet in worst-form European final,"Wed, 21 May 2025 05:45:57 GMT","The winners of Wednesday's Europa League final between Manchester United and Tottenham will be the lowest league finishers ever to win a major European trophy. BBC Sport examines their seasons, motives and stats.",https://www.bbc.com/sport/football/articles/c89px2308g4o,en
UK,BBC,Reduce squad size or I'll quit - Guardiola,"Tue, 20 May 2025 23:23:00 GMT",Pep Guardiola says he will quit as Manchester City manager unless he is given a smaller squad next season.,https://www.bbc.com/sport/football/articles/c5ykk83y74no,en
UK,BBC,Djokovic 'couldn't get more' out of Murray partnership,"Tue, 20 May 2025 17:31:10 GMT","Novak Djokovic says he ""couldn't get more"" out of his partnership with Andy Murray but is in no rush to find a new coach as the French Open approaches.",https://www.bbc.com/sport/tennis/articles/ckgnnn3z05eo,en
UK,BBC,"Statue, Pep's tears & a missed sitter - De Bruyne's emotional farewell","Tue, 20 May 2025 22:42:56 GMT",Kevin de Bruyne bid an emotional send-off from Etihad Stadium for the final time on Tuesday night - and the moment even brought Pep Guardiola to tears.,https://www.bbc.com/sport/football/articles/c2011dze78xo,en
UK,BBC,Quiz: Who should you support in Europa League final?,"Wed, 21 May 2025 05:51:33 GMT",Want to follow along with the Europa League final but not sure who to support? Take our quiz to find your match!,https://www.bbc.com/sport/football/articles/cd6222g60w4o,en
USA,CNN,Trump pleads not guilty to 34 felony counts,,,https://edition.cnn.com/webview/politics/live-news/trump-indictment-stormy-daniels-news-04-03-23/index.html,unknown
USA,CNN,Haberman reveals why Trump attacked judge and his family in speech,"Wed, 05 Apr 2023 13:30:09 GMT",CNN political contributor Maggie Haberman explains the reasoning behind Donald Trump's attacks on the judge and his family during a speech at his Mar-a-Lago resort after he was arraigned on felony charges.,https://www.cnn.com/videos/politics/2023/04/05/maggie-haberman-donald-trump-speech-indictment-reaction-sot-cnntm-vpx.cnn,en
USA,CNN,What to know about the Trump indictment on the eve of his court appearance,"Wed, 05 Apr 2023 22:50:06 GMT",,https://www.cnn.com/collections/intl-trump-040223/,unknown
USA,CNN,READ: Trump indictment related to hush money payment,,,https://cnn.it/411KYN7,unknown
USA,CNN,Russian authorities detain suspect over St. Petersburg cafe blast,,,https://edition.cnn.com/webview/europe/live-news/russia-ukraine-war-news-04-03-23/index.html,unknown
USA,CNN,Video shows moment of deadly explosion at cafe in Russia,"Tue, 04 Apr 2023 01:08:44 GMT","A well-known Russian military blogger, Vladlen Tatarsky, was killed in an explosion at a cafe in St. Petersburg, authorities said. CNN's Matthew Chance reports.",https://www.cnn.com/videos/world/2023/04/02/russian-military-blogger-vladlen-tatarsky-killed-cafe-explosion-chance-vpx.cnn,en
USA,CNN,"Wall Street Journal reporter Evan Gershkovich appeals against arrest, Russian state media says","Mon, 03 Apr 2023 13:58:58 GMT",,https://www.cnn.com/collections/intl-ukraine-030423/,unknown
USA,CNN,Suspected Chinese spy balloon was able to transmit information back to Beijing,"Mon, 03 Apr 2023 13:38:22 GMT","The suspected Chinese spy balloon that transited the US earlier this year was able to capture imagery and collect some signals intelligence from US military sites, a source familiar with the matter tells CNN.",https://www.cnn.com/2023/04/03/politics/chinese-spy-balloon/index.html,en
USA,CNN,Beijing promised to 'fight back' over Taiwan leader's US visit. But this time it has more to lose,"Tue, 04 Apr 2023 07:49:53 GMT",An anticipated meeting between Taiwan's President Tsai Ing-wen and US House Speaker Kevin McCarthy in California this week has sparked concerns of a repeat of the pressure campaign China launched last year when then-Speaker Nancy Pelosi visited Taipei.,https://www.cnn.com/2023/04/04/asia/tsai-ing-wen-taiwan-mccarthy-meeting-analysis-intl-hnk/index.html,en
USA,CNN,"'Scary, cold, hungry and lonely': Volunteer soldier shares experience on front line","Mon, 03 Apr 2023 12:13:24 GMT","A young volunteer soldier, Akula, who signed up for the war at the beginning of the Russian invasion is now dealing with the trauma of war. He spoke to CNN's David McKenzie about his time on the front lines and how it has affected his mental health.",https://www.cnn.com/videos/world/2023/04/03/soldiers-russia-ukraine-war-david-mckenzie-pkg-ovn-intl-ldn-vpx.cnn,en
USA,CNN,The four astronauts NASA picked for the first crewed moon mission in 50 years,"Tue, 04 Apr 2023 11:44:30 GMT","Astronauts who will helm the first crewed moon mission in five decades were revealed on Monday, queuing up the quartet to begin training for the historic Artemis II lunar flyby that is set to take off in November 2024.",https://www.cnn.com/2023/04/03/world/artemis-2-astronaut-crew-scn/index.html,en
USA,CNN,French minister under fire for Playboy magazine cover,"Mon, 03 Apr 2023 11:54:59 GMT",French government minister Marlene Schiappa has come under fire from members of her own party after appearing on the front cover of Playboy magazine.,https://www.cnn.com/2023/04/02/europe/french-minister-playboy-cover-intl/index.html,en
USA,CNN,Why did Finland's PM lose? Reporter explains the key issue voters cared about,"Mon, 03 Apr 2023 10:06:11 GMT",Finland's left-wing Prime Minister Sanna Marin conceded defeat in the country's parliamentary election as the opposition right-wing National Coalition Party claimed victory in a tightly fought contest. CNN's Laila Harrak spoke with New York Times' Chief Diplomatic Correspondent Steven Erlanger to discuss how the popular politician lost the election.,https://www.cnn.com/videos/world/2023/04/03/finland-prime-minister-sanna-marin-concedes-election-right-wing-party-wins-ovn-intl-ldn-vpx.cnn,en
USA,CNN,Britain's pound is beating every other major currency this year,"Tue, 04 Apr 2023 18:49:31 GMT","The British pound crashed to a record low last fall as investors rebelled against budget plans by former Prime Minister Liz Truss. Now, it's enjoying a comeback.",https://www.cnn.com/2023/04/04/investing/british-pound-currency-dollar/index.html,en
USA,CNN,Finland's Prime Minister Sanna Marin concedes election,"Mon, 03 Apr 2023 10:24:55 GMT",Finland's left-wing Prime Minister Sanna Marin conceded defeat on Sunday in the Nordic country's parliamentary election as the opposition right-wing National Coalition Party (NCP) claimed victory in a tightly fought contest.,https://www.cnn.com/2023/04/02/europe/sanna-marin-finland-elections-concedes-intl/index.html,en
USA,CNN,Hundreds of millions at risk from Chinese shopping app malware,,,https://cnn.it/40OSomK,unknown
USA,CNN,The $500 billion beauty industry's 'green' ambitions are a patchwork at best. And they're falling short,"Thu, 06 Apr 2023 20:09:14 GMT","The escalating climate crisis is shifting many people's purchasing patterns and this extends to the $500 billion dollar global beauty industry which is grappling with a range of sustainability challenges across product manufacturing, packaging and disposal.",https://www.cnn.com/style/article/beauty-skincare-climate/index.html,en
USA,CNN,A new approach to a Covid-19 nasal vaccine shows early promise,"Mon, 03 Apr 2023 19:04:07 GMT","Scientists in Germany say they've been able to make a nasal vaccine that can shut down a Covid-19 infection in the nose and throat, where the virus gets its first foothold in the body.",https://www.cnn.com/2023/04/03/health/nasal-vaccine-sterilizing-immunity/index.html,en
USA,CNN,Video shows moment man throws yogurt on two women in Iran,"Mon, 03 Apr 2023 10:17:00 GMT","Video shows an incident at a store in the Iranian city of Shandiz where a man approached two unveiled women before proceeding to grab a tub of yogurt from the store and throw it, hitting both women in the head. The video then appears to show a male staff member removing the suspect from the store. CNN is not able to verify what was said immediately before the confrontation.",https://www.cnn.com/videos/world/2023/04/03/man-throws-yogurt-on-women-iran-president-raisi-hijab-is-law-nada-bashir-ovn-intl-ldn-vpx.cnn,en
USA,CNN,"Israeli military veterans, a backbone of protest movement, vow to keep demonstrating","Mon, 03 Apr 2023 17:22:51 GMT","In a sea of Israeli flags, Yiftach Golov holds one that looks a little different.",https://www.cnn.com/2023/04/03/middleeast/israel-protests-military-veterans-intl-cmd/index.html,en
USA,CNN,Erdogan's political fate may be determined by Turkey's Kurds,"Mon, 03 Apr 2023 14:54:00 GMT","Turkey's persecuted pro-Kurdish party has emerged as a kingmaker in the country's upcoming election, playing a decisive role that may just tip the balance enough to unseat two-decade ruler Recep Tayyip Erdogan.",https://www.cnn.com/2023/04/03/middleeast/kurdish-kingmaker-turkish-elections-mime-intl/index.html,en
USA,CNN,Dogecoin jumps after Elon Musk replaces Twitter bird with Shiba Inu,"Mon, 03 Apr 2023 20:48:03 GMT","Twitter's traditional bird icon was booted and replaced with an image of a Shiba Inu, an apparent nod to dogecoin, the joke cryptocurrency that CEO Elon Musk is being sued over.",https://www.cnn.com/2023/04/03/investing/dogecoin-elon-musk-twitter/index.html,en
USA,CNN,Micron Technology: China probes US chip maker for cybersecurity risks as tech tension escalates,"Tue, 04 Apr 2023 03:17:15 GMT","China has launched a cybersecurity probe into Micron Technology, one of America's largest memory chip makers, in apparent retaliation after US allies in Asia and Europe announced new restrictions on the sale of key technology to Beijing.",https://www.cnn.com/2023/04/03/tech/china-micron-probe-us-chip-war-intl-hnk/index.html,en
USA,CNN,Man rides out tornado inside van. See the footage,"Sun, 02 Apr 2023 11:07:02 GMT","Cody Coombes recounts riding out a tornado in Little Rock, Arkansas, inside his pest control van. The National Weather Service reported that an EF-3 tornado had roared through Pulaski and Lonoke counties with estimated peak winds of 165 mph, killing one person in North Little Rock and four people in Wynne.",https://www.cnn.com/videos/weather/2023/04/02/little-rock-arkansas-tornado-man-inside-van-cnntmw-vpx.cnn,en
USA,CNN,"China Renaissance suspends trading, delays results after founder's disappearance","Mon, 03 Apr 2023 11:42:19 GMT","China Renaissance, a top dealmaker in the country's tech industry, said it would suspend trading of its shares and delay the release of its annual results because it still can't get in touch with its founder.",https://www.cnn.com/2023/04/03/investing/china-renaissance-delays-results-missing-ceo-intl-hnk/index.html,en
USA,CNN,HSBC's top execs face tense shareholders calling for a breakup,"Mon, 03 Apr 2023 12:31:48 GMT","HSBC's top brass defended their strategy Monday to frustrated shareholders in the lender's largest market, as Europe's biggest bank continued to face calls to be split up.",https://www.cnn.com/2023/04/03/business/hsbc-spin-off-hk-shareholder-meeting-intl-hnk/index.html,en
USA,CNN,Lawmaker speaks out about his struggle with depression,"Sun, 02 Apr 2023 23:11:47 GMT",Sen. John Fetterman (D-PA) spoke to CBS about battling with depression after winning a tight election.,https://www.cnn.com/videos/politics/2023/04/02/john-fetterman-depression-downward-spiral-acostanr-sot-vpx.cnn,en
USA,CNN,CEOs are tired of being held responsible for gun regulation,"Mon, 03 Apr 2023 11:19:35 GMT","Americans have grown used to corporate executives treading the well-worn paths of the Northeast corridor to convene alongside elected officials in Washington, DC, and discuss geopolitics, policy and all that's in-between.",https://www.cnn.com/2023/04/03/investing/premarket-stocks-trading/index.html,en
USA,CNN,What pet cemeteries reveal about being human,"Mon, 03 Apr 2023 15:03:47 GMT",Why do we bury our departed loved ones in a cemetery? A primary purpose is to provide survivors with an opportunity to grieve and gain a sense of closure. The cemetery is a place for the living as much as it is a place for the dead.,https://www.cnn.com/2023/04/03/opinions/pet-cemeteries-burying-animals-history-tourigny/index.html,en
USA,CNN,Scientists film deepest ever fish on seabed off Japan,"Tue, 18 Apr 2023 15:32:03 GMT","Cruising at a depth of 8,336 meters (over 27,000 feet) just above the seabed, a young snailfish has become the deepest fish ever filmed by scientists during a probe into the abyss of the northern Pacific Ocean.",https://www.cnn.com/2023/04/03/asia/deepest-fish-filmed-off-japan-scn-intl-hnk/index.html,en
USA,CNN,What OPEC's surprise oil cut means for gas prices,"Tue, 04 Apr 2023 01:48:26 GMT",OPEC and its allies' surprise move to slash oil production will soon be felt at US gas pumps.,https://www.cnn.com/2023/04/03/energy/gas-prices-opec/index.html,en
USA,CNN,Palestinian taxi driver recounts surviving attack by right-wing protesters,"Fri, 31 Mar 2023 15:50:32 GMT",A Palestinian taxi driver describes surviving a violent attack by a right-wing mob in Jerusalem earlier this week as Israel continues to see protests against Prime Minister Benjamin Netanyahu's judicial overhaul spread. CNN's Nic Robertson reports.,https://www.cnn.com/videos/world/2023/03/31/israel-protests-rise-taxi-driver-attacked-robertson-pkg-intl-vpx.cnn,en
USA,CNN,Giving Marjorie Taylor Greene a platform isn't good for America,"Mon, 03 Apr 2023 12:26:59 GMT","Last year, GOP Rep. Marjorie Taylor Greene of Georgia spoke at a white nationalist event organized by Holocaust denier Nick Fuentes that caused Republican leaders to denounce her.",https://www.cnn.com/2023/04/03/opinions/60-minutes-marjorie-taylor-greene-interview-obeidallah/index.html,en
USA,CNN,These are the animals people most want to see photographed,"Tue, 04 Apr 2023 10:38:46 GMT","Originally a term used by trophy hunters in Africa, the ""Big Five"" described the animals most challenging to shoot and kill: the lion, elephant, leopard, rhino, and buffalo. Nowadays, it is more loosely used to refer to some of Africa's largest and most iconic animals.",https://www.cnn.com/travel/article/new-big-5-wildlife-photography-book-c2e-scn-spc-intl/index.html,en
USA,CNN,"Syrian refugee elected mayor of German town, years after fleeing war","Tue, 04 Apr 2023 19:41:56 GMT",A Syrian who arrived in Germany as a refugee in 2015 has won a mayoral election in the southwestern German state of Baden-Württemberg.,https://www.cnn.com/2023/04/04/europe/germany-mayor-syrian-refugee-intl/index.html,en
USA,CNN,"Study finds slightly higher risk of autism diagnosis in areas with more lithium in drinking water, but experts say more research is needed","Mon, 03 Apr 2023 18:22:12 GMT","A new study found a moderately higher risk of autism spectrum disorder in children born to pregnant people exposed to tap water with higher levels of lithium, but experts caution that this association does not show a direct link between the two.",https://www.cnn.com/2023/04/03/health/autism-lithium-study/index.html,en
USA,CNN,"Kwame Brathwaite, photographer of 'Black is Beautiful' movement, dies at 85","Tue, 04 Apr 2023 18:54:41 GMT","Kwame Brathwaite, the pioneering activist and photographer whose work helped define the aesthetics of the ""Black is Beautiful"" movement of the 1960s and beyond, died on April 1, aged 85.",https://www.cnn.com/style/article/kwame-brathwaite-obituary-tan/index.html,en
USA,CNN,This boiled bag of offal is banned in the US. In Scotland it's a fine-dining treat,"Mon, 03 Apr 2023 12:43:16 GMT","Anthony Bourdain loved haggis. But even the late, great American chef, writer and television host recognized that Scotland's national dish, with its ""sinister sheep parts"" wrapped in a shroud of mystery and half-invented history, could be a hard sell.",https://www.cnn.com/travel/article/haggis-scotland-secrets/index.html,en
USA,CNN,Musk's Twitter promised a purge of blue check marks. Instead he singled out the New York Times,"Mon, 03 Apr 2023 20:06:03 GMT","Some VIP Twitter users woke up on Saturday expecting to have lost their coveted blue verification check marks in a previously announced purge by Elon Musk. Instead, Twitter appeared to target a single account from a major publication Musk dislikes and changed the language on its site in a way that obscures why users are verified.",https://www.cnn.com/2023/04/03/tech/twitter-blue-checks/index.html,en
USA,CNN,See the world's deepest fish,"Wed, 12 Apr 2023 09:01:12 GMT","Scientists captured the unknown snailfish species at a depth of more than 27,000 feet, as part of an expedition in trenches off Japan.",https://www.cnn.com/videos/travel/2023/04/03/snailfish-deepest-fish-on-camera-lon-orig-ao-cprog-scn.cnn,en
USA,CNN,Emma Heming Willis shares family photos as daughter Mabel turns 11,"Mon, 03 Apr 2023 09:34:27 GMT","Bruce Willis' wife, Emma Heming Willis, has celebrated their elder daughter's birthday with a trip down memory lane.",https://www.cnn.com/2023/04/03/entertainment/emma-willis-mabel-birthday-photos-intl-scli/index.html,en
USA,CNN,Some fans whistle as Lionel Messi's name is announced as Paris Saint-Germain's season hits new low,"Mon, 03 Apr 2023 11:02:06 GMT",Paris Saint-Germain's miserable season went from bad to worse on Sunday as the team suffered a second straight home defeat with a 1-0 loss to Lyon.,https://www.cnn.com/2023/04/03/football/lionel-messi-psg-whistles-fans-spt-intl/index.html,en
USA,CNN,Chelsea searches for new manager as Premier League breaks record for most sackings in a single season,"Mon, 03 Apr 2023 14:46:53 GMT","It was just six months ago that Graham Potter was deemed the man to usher in a fresh, exciting era at Chelsea.",https://www.cnn.com/2023/04/03/football/chelsea-graham-potter-manager-premier-league-spt-intl/index.html,en
USA,CNN,See 'Star Wars' legend react to Acosta's Darth Vader impression,"Sun, 02 Apr 2023 01:18:16 GMT","Actor Mark Hamill joins CNN's Jim Acosta to discuss his thoughts about a potential spinoff series based around his legendary ""Star Wars"" character Luke Skywalker.",https://www.cnn.com/videos/media/2023/04/02/mark-hamill-star-wars-jim-acosta-skywalker-cprog-acostanr-vpx.cnn,en
USA,CNN,Angel Reese defends gesture directed towards Caitlin Clark after LSU national title win; calls out double standard after being 'unapologetically' her,"Mon, 03 Apr 2023 18:34:35 GMT","LSU star Angel Reese defended the gesture she aimed at Iowa Hawkeyes' Caitlin Clark near the end of the Tigers' first NCAA women's basketball national championship victory on Sunday, saying ""I don't take disrespect lightly.""",https://www.cnn.com/2023/04/03/sport/angel-reese-gesture-caitlin-clark-lsu-iowa-spt-intl/index.html,en
USA,CNN,Teenage swimmer breaks two world records in four days,"Mon, 03 Apr 2023 12:17:19 GMT",Sixteen-year-old Summer McIntosh broke the world record for the 400m individual medley at the Canadian swimming trials on Saturday -- just days after breaking the world record for the 400m freestyle.,https://www.cnn.com/2023/04/03/sport/summer-mcintosh-world-record-canada-swimmer-spt-intl/index.html,en
USA,CNN,The haunting Masters meltdown that changed Rory McIlroy's career,"Tue, 09 Apr 2024 15:25:18 GMT","Slumped on his club, head buried in his arm, Rory McIlroy looked on the verge of tears.",https://www.cnn.com/2023/04/03/golf/rory-mcilroy-masters-meltdown-2011-spt-spc-intl/index.html,en
USA,CNN,A snowboarder got buried upside down in snow. See skier's quick reaction.,"Fri, 31 Mar 2023 12:33:33 GMT","Skier Francis Zuber sprang into action when he noticed a snowboarder had become trapped upside down in a tree well. Zuber, whose reaction has been applauded as a textbook example of what to do in such a situation, urged others to take up rescue courses.",https://www.cnn.com/videos/us/2023/03/31/snowboarder-rescue-mt-baker-washington-cprog-lon-orig-na.cnn,en
USA,CNN,2023 March Madness: Will UConn or San Diego State triumph in the national championship game that 'means everything?',"Tue, 04 Apr 2023 10:13:13 GMT",After a March Madness filled with twists and surprises -- all four No. 1 seeds failed to reach the Elite Eight for the first ever time in NCAA men's basketball tournament history -- it is time for the grand finale as UConn faces San Diego State on Monday for the title.,https://www.cnn.com/2023/04/03/sport/march-madness-championship-game-final-preview-spt-intl/index.html,en
USA,CNN,Shania Twain calls for equal pay and more diversity in country music,"Mon, 03 Apr 2023 16:29:08 GMT",Shania Twian is standing up for others in country music.,https://www.cnn.com/2023/04/03/entertainment/shania-twain-equal-diversity/index.html,en
Middle East,Al Jazeera,International Tea Day: Spilling the tea on unusual teas around the world,"Wed, 21 May 2025 06:04:43 +0000",Tea is the most popular drink in the world with billions of cups drank every day.,https://www.aljazeera.com/news/2025/5/21/international-tea-day-spilling-the-tea-on-unusual-teas-around-the-world?traffic_source=rss,en
Middle East,Al Jazeera,At least four children killed in southwest Pakistan blast,"Wed, 21 May 2025 05:55:32 +0000","At least four children have been killed in a blast targeting a school bus in Khuzdar, Balochistan, officials say.",https://www.aljazeera.com/news/2025/5/21/at-least-four-children-killed-in-southwest-pakistin-blast?traffic_source=rss,en
Middle East,Al Jazeera,"Will EU deal make food cheaper, add $12bn to the UK economy?","Wed, 21 May 2025 05:46:47 +0000",PM Keir Starmer has heralded a &#039;landmark deal&#039; seeking to reset ties between the United Kingdom and the European Union.,https://www.aljazeera.com/news/2025/5/21/will-eu-deal-make-food-cheaper-add-12bn-to-the-uk-economy?traffic_source=rss,en
Middle East,Al Jazeera,"Mexico City mayor’s personal secretary, adviser shot dead in morning ambush","Wed, 21 May 2025 04:11:23 +0000",Mexico City Mayor Clara Brugada pledges &#039;no impunity&#039; after killings of Ximena Guzman and Jose Munoz.,https://www.aljazeera.com/news/2025/5/21/mexico-city-mayors-personal-secretary-adviser-shot-dead-in-morning-ambush?traffic_source=rss,en
Middle East,Al Jazeera,"Russia-Ukraine war: List of key events, day 1,182","Wed, 21 May 2025 04:05:29 +0000","These are the key events on day 1,182 of Russia’s war on Ukraine.",https://www.aljazeera.com/news/2025/5/21/russia-ukraine-war-list-of-key-events-day-1182?traffic_source=rss,en
Middle East,Al Jazeera,Biden camp denies cancer was diagnosed earlier amid cover-up claims,"Wed, 21 May 2025 02:06:06 +0000",Statement from Biden&#039;s office comes after US President Donald Trump expressed doubt over timing of diagnosis.,https://www.aljazeera.com/news/2025/5/21/biden-camp-denies-cancer-was-diagnosed-earlier-amid-cover-up-claims?traffic_source=rss,en
Middle East,Al Jazeera,US judge indicates deportations to South Sudan likely violated court order,"Tue, 20 May 2025 23:57:12 +0000",Judge Brian Murphy indicated the Trump administration&#039;s actions to deport migrants to South Sudan &#039;may be contempt&#039;.,https://www.aljazeera.com/news/2025/5/20/us-judge-indicates-deportations-to-south-sudan-likely-violated-court-order?traffic_source=rss,en
